time;EmtFlt_circuit_iSrcA;EmtFlt_circuit_iSrcB;EmtFlt_circuit_iSrcC;EmtFlt_circuit_iFaultA;EmtFlt_circuit_vBusA;EmtFlt_circuit_vBusB;EmtFlt_circuit_vBusC;
0.176630;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176640;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000002;
0.176650;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176660;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000002;
0.176670;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176680;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000002;
0.176690;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176700;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000002;
0.176710;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176720;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000002;
0.176730;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176740;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000002;
0.176750;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176760;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000002;
0.176770;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176780;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176790;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176800;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176810;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176820;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176830;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176840;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176850;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176860;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176870;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176880;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176890;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176900;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176910;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176920;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176930;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176940;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176950;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176960;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176970;0.000002;-0.000001;0.000001;0.000002;0.000000;-0.000003;0.000001;
0.176980;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.176990;0.000002;-0.000001;0.000000;0.000002;0.000000;-0.000003;0.000001;
0.177000;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177010;0.000002;-0.000001;0.000000;0.000002;0.000000;-0.000003;0.000001;
0.177020;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177030;0.000002;-0.000001;0.000000;0.000002;0.000000;-0.000003;0.000001;
0.177040;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177050;0.000002;-0.000001;0.000000;0.000002;0.000000;-0.000003;0.000001;
0.177060;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177070;0.000003;-0.000001;0.000000;0.000002;0.000000;-0.000003;0.000001;
0.177080;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177090;0.000003;-0.000001;0.000000;0.000002;0.000000;-0.000003;0.000001;
0.177100;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177110;0.000003;-0.000001;0.000000;0.000002;0.000000;-0.000003;0.000001;
0.177120;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177130;0.000003;-0.000001;0.000000;0.000002;0.000000;-0.000003;0.000001;
0.177140;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177150;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177160;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177170;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177180;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177190;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177200;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177210;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177220;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177230;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177240;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177250;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177260;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177270;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177280;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177290;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177300;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177310;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177320;-0.000001;-0.000002;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177330;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177340;-0.000001;-0.000001;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177350;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177360;-0.000001;-0.000001;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177370;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177380;-0.000001;-0.000001;0.000001;-0.000001;-0.000000;-0.000003;0.000001;
0.177390;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177400;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177410;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177420;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177430;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177440;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177450;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177460;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177470;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177480;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177490;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177500;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177510;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000003;0.000001;
0.177520;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177530;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000001;
0.177540;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177550;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000001;
0.177560;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177570;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000001;
0.177580;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177590;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177600;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177610;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177620;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177630;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177640;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177650;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177660;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177670;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177680;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177690;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177700;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177710;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177720;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177730;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177740;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177750;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177760;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177770;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177780;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177790;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177800;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177810;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177820;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177830;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177840;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177850;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177860;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177870;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177880;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177890;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177900;-0.000001;-0.000001;0.000000;-0.000001;-0.000000;-0.000003;0.000001;
0.177910;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177920;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000001;
0.177930;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177940;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000001;
0.177950;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177960;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000001;
0.177970;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.177980;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.177990;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.178000;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178010;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.178020;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178030;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.178040;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178050;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.178060;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178070;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.178080;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178090;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.178100;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178110;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.178120;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178130;0.000003;-0.000001;0.000000;0.000003;0.000000;-0.000002;0.000000;
0.178140;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178150;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178160;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178170;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178180;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178190;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178200;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178210;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178220;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178230;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178240;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178250;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178260;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178270;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178280;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178290;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178300;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178310;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178320;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178330;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178340;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178350;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178360;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178370;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178380;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178390;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178400;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178410;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178420;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178430;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178440;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178450;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178460;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178470;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178480;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178490;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178500;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178510;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178520;-0.000000;-0.000001;0.000000;-0.000000;-0.000000;-0.000003;0.000000;
0.178530;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178540;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000003;-0.000000;
0.178550;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178560;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000003;-0.000000;
0.178570;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178580;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000003;-0.000000;
0.178590;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178600;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000003;-0.000000;
0.178610;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178620;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000003;-0.000000;
0.178630;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178640;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000003;-0.000000;
0.178650;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178660;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000003;-0.000000;
0.178670;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178680;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178690;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000000;
0.178700;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178710;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178720;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178730;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178740;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178750;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178760;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178770;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178780;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178790;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178800;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178810;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178820;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178830;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178840;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178850;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178860;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178870;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178880;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178890;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178900;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178910;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178920;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178930;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178940;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178950;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178960;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178970;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.178980;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.178990;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179000;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.179010;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179020;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.179030;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179040;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.179050;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179060;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.179070;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179080;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.179090;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179100;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000000;
0.179110;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179120;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179130;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179140;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179150;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179160;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179170;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179180;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179190;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179200;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179210;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179220;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179230;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179240;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179250;0.000003;-0.000001;-0.000000;0.000003;0.000000;-0.000002;-0.000001;
0.179260;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179270;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179280;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179290;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179300;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179310;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179320;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179330;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179340;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179350;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179360;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179370;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179380;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179390;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179400;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179410;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179420;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179430;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179440;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179450;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179460;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179470;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179480;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179490;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179500;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179510;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179520;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179530;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179540;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179550;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179560;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179570;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179580;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179590;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179600;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179610;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000002;-0.000001;
0.179620;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179630;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000001;-0.000001;
0.179640;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179650;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000001;-0.000001;
0.179660;-0.000000;-0.000001;-0.000000;-0.000000;-0.000000;-0.000002;-0.000001;
0.179670;0.000003;-0.000001;-0.000001;0.000003;0.000000;-0.000001;-0.000001;
